Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"Harbord, University of Toronto",43.6626956,-79.4000493,Pig Out BBQ,43.66319457335147,-79.40224126247053,BBQ Joint
"Harbord, University of Toronto",43.6626956,-79.4000493,GSU Pub,43.660646319899,-79.4003266167117,Pub
"Harbord, University of Toronto",43.6626956,-79.4000493,Cafe Reznikoff,43.66323452972232,-79.39810815688561,Coffee Shop
"Harbord, University of Toronto",43.6626956,-79.4000493,Café AC,43.663265,-79.401675,Coffee Shop
"Harbord, University of Toronto",43.6626956,-79.4000493,Harvest Noon Cafe,43.66080418840519,-79.40036540777935,Vegetarian / Vegan Restaurant
"Harbord, University of Toronto",43.6626956,-79.4000493,Helen Gardiner Phelan Playhouse,43.66334137821684,-79.39742746724872,College Theater
"Chinatown, Grange Park, Kensington Market",43.6532057,-79.4000493,Kid Icarus,43.653933260442265,-79.40171859012935,Arts & Crafts Store
"Chinatown, Grange Park, Kensington Market",43.6532057,-79.4000493,Seven Lives - Tacos y Mariscos,43.65441817160925,-79.40054467846261,Mexican Restaurant
"Chinatown, Grange Park, Kensington Market",43.6532057,-79.4000493,Little Pebbles,43.654883,-79.400264,Coffee Shop
"Chinatown, Grange Park, Kensington Market",43.6532057,-79.4000493,El Rey,43.652764,-79.400048,Cocktail Bar
"Chinatown, Grange Park, Kensington Market",43.6532057,-79.4000493,The Moonbean Cafe,43.65414662211733,-79.40018175516231,Café
"Chinatown, Grange Park, Kensington Market",43.6532057,-79.4000493,Essence of Life Organics,43.65411067840614,-79.4004308758787,Organic Grocery
"Chinatown, Grange Park, Kensington Market",43.6532057,-79.4000493,Jimmy's Coffee,43.65449315540114,-79.40131090393002,Café
"Chinatown, Grange Park, Kensington Market",43.6532057,-79.4000493,FIKA Cafe,43.653560276835684,-79.40040209660836,Café
"Chinatown, Grange Park, Kensington Market",43.6532057,-79.4000493,Blackbird Baking Co,43.65476385976386,-79.40056588367806,Bakery
"Chinatown, Grange Park, Kensington Market",43.6532057,-79.4000493,Banh Mi Nguyen Huong,43.653628006211044,-79.3983759881993,Vietnamese Restaurant
"Chinatown, Grange Park, Kensington Market",43.6532057,-79.4000493,Cold Tea,43.65419313416817,-79.40107491108753,Bar
"Chinatown, Grange Park, Kensington Market",43.6532057,-79.4000493,Millie Creperie,43.654993860126034,-79.3998292732052,Dessert Shop
"Chinatown, Grange Park, Kensington Market",43.6532057,-79.4000493,Grey Gardens,43.653479,-79.401427,Wine Bar
"Chinatown, Grange Park, Kensington Market",43.6532057,-79.4000493,Kensington Food Market,43.654058473740236,-79.40037565547179,Farmers Market
"Chinatown, Grange Park, Kensington Market",43.6532057,-79.4000493,Saigon Lotus Restaurant,43.654310800343325,-79.39922450076845,Vietnamese Restaurant
"Chinatown, Grange Park, Kensington Market",43.6532057,-79.4000493,Golden Patty,43.6546590586465,-79.4011788108254,Caribbean Restaurant
"Chinatown, Grange Park, Kensington Market",43.6532057,-79.4000493,Torteria San Cosme,43.65470199390117,-79.40064636669985,Mexican Restaurant
"Chinatown, Grange Park, Kensington Market",43.6532057,-79.4000493,Global Cheese,43.65462257332082,-79.4006057130889,Cheese Shop
"Chinatown, Grange Park, Kensington Market",43.6532057,-79.4000493,Carlos' House of Spice,43.654188111731344,-79.40190419262933,Gourmet Shop
"Chinatown, Grange Park, Kensington Market",43.6532057,-79.4000493,Cosmic Treats,43.65400979300167,-79.40180481840171,Vegetarian / Vegan Restaurant
"Chinatown, Grange Park, Kensington Market",43.6532057,-79.4000493,Fudao Noodle House,43.654645274716124,-79.39887355126278,Noodle House
"Chinatown, Grange Park, Kensington Market",43.6532057,-79.4000493,Rasta Pasta,43.65420716538317,-79.40046891984555,Caribbean Restaurant
"Chinatown, Grange Park, Kensington Market",43.6532057,-79.4000493,Hooked,43.6545853262614,-79.40174629702895,Fish Market
"Chinatown, Grange Park, Kensington Market",43.6532057,-79.4000493,Hanabusa Cafe,43.654643265757464,-79.40062636492314,Café
"Chinatown, Grange Park, Kensington Market",43.6532057,-79.4000493,½ oz. Cocktail Emporium,43.653371463735276,-79.40021853715685,Liquor Store
"CN Tower, Bathurst Quay, Island airport, Harbourfront West, King and Spadina, Railway Lands, South Niagara",43.6289467,-79.3944199,Porter Lounge,43.63068,-79.395756,Airport Lounge
"CN Tower, Bathurst Quay, Island airport, Harbourfront West, King and Spadina, Railway Lands, South Niagara",43.6289467,-79.3944199,Hanlan's Point,43.6289467,-79.3944199,Performing Arts Venue
"CN Tower, Bathurst Quay, Island airport, Harbourfront West, King and Spadina, Railway Lands, South Niagara",43.6289467,-79.3944199,Pd472 Ytz-Yqt,43.630993,-79.39498,Airport Service
Stn A PO Boxes 25 The Esplanade,43.6464352,-79.37484599999998,The Keg Steakhouse + Bar,43.64667637593993,-79.37482154865866,Steakhouse
Stn A PO Boxes 25 The Esplanade,43.6464352,-79.37484599999998,Hockey Hall Of Fame (Hockey Hall of Fame),43.646974451431056,-79.37732323942681,Museum
Stn A PO Boxes 25 The Esplanade,43.6464352,-79.37484599999998,Fresh On Front,43.64781466405137,-79.3744527618627,Vegetarian / Vegan Restaurant
Stn A PO Boxes 25 The Esplanade,43.6464352,-79.37484599999998,Berczy Park,43.64804835388851,-79.3751722909452,Park
Stn A PO Boxes 25 The Esplanade,43.6464352,-79.37484599999998,Sukhothai,43.64848710249909,-79.37454735245633,Thai Restaurant
Stn A PO Boxes 25 The Esplanade,43.6464352,-79.37484599999998,Biff's Bistro,43.647084825125084,-79.37634231908494,French Restaurant
Stn A PO Boxes 25 The Esplanade,43.6464352,-79.37484599999998,D.W. Alexander,43.64833304339161,-79.3738261420116,Cocktail Bar
Stn A PO Boxes 25 The Esplanade,43.6464352,-79.37484599999998,Sony Centre for the Performing Arts,43.646292124205594,-79.37602179505662,Concert Hall
Stn A PO Boxes 25 The Esplanade,43.6464352,-79.37484599999998,Pravda Vodka Bar,43.64851553067474,-79.37473231149953,Cocktail Bar
Stn A PO Boxes 25 The Esplanade,43.6464352,-79.37484599999998,DAVIDsTEA,43.646657736285796,-79.37764102856944,Tea Room
Stn A PO Boxes 25 The Esplanade,43.6464352,-79.37484599999998,Dog Fountain,43.64799795147863,-79.37536096948996,Fountain
Stn A PO Boxes 25 The Esplanade,43.6464352,-79.37484599999998,Movenpick Cafe,43.647686808930885,-79.3772953884033,Café
Stn A PO Boxes 25 The Esplanade,43.6464352,-79.37484599999998,The Reservoir Lounge,43.64851659851552,-79.37455623391588,Jazz Club
Stn A PO Boxes 25 The Esplanade,43.6464352,-79.37484599999998,Garrison Bespoke,43.648102,-79.376334,Tailor Shop
Stn A PO Boxes 25 The Esplanade,43.6464352,-79.37484599999998,Winners,43.6477479,-79.3745508,Clothing Store
Stn A PO Boxes 25 The Esplanade,43.6464352,-79.37484599999998,C'est What,43.64842583928427,-79.37343925237656,Beer Bar
Stn A PO Boxes 25 The Esplanade,43.6464352,-79.37484599999998,Goose Island Brewhouse,43.64732926809359,-79.37354117631912,Beer Bar
Stn A PO Boxes 25 The Esplanade,43.6464352,-79.37484599999998,Eggspectation,43.646526,-79.375134,Breakfast Spot
Stn A PO Boxes 25 The Esplanade,43.6464352,-79.37484599999998,CC Lounge,43.64791735425827,-79.37451991085871,Cocktail Bar
Stn A PO Boxes 25 The Esplanade,43.6464352,-79.37484599999998,Loaded Pierogi,43.647965,-79.373427,Comfort Food Restaurant
Stn A PO Boxes 25 The Esplanade,43.6464352,-79.37484599999998,Bier Markt Esplanade,43.64723602476138,-79.37389161769812,Belgian Restaurant
Stn A PO Boxes 25 The Esplanade,43.6464352,-79.37484599999998,Vagabondo Ristorante & Lounge,43.64822172333574,-79.37529997897587,Italian Restaurant
Stn A PO Boxes 25 The Esplanade,43.6464352,-79.37484599999998,The Old Spaghetti Factory,43.64696445846655,-79.37440258334287,Italian Restaurant
Stn A PO Boxes 25 The Esplanade,43.6464352,-79.37484599999998,Spirit of Hockey,43.64704692224217,-79.37753727586353,Sporting Goods Shop
Stn A PO Boxes 25 The Esplanade,43.6464352,-79.37484599999998,Scotland Yard Pub,43.64705292210499,-79.37405970553979,Pub
"First Canadian Place, Underground city",43.6484292,-79.3822802,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
"First Canadian Place, Underground city",43.6484292,-79.3822802,Canoe,43.647452066183476,-79.38132001815676,Restaurant
"First Canadian Place, Underground city",43.6484292,-79.3822802,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
"First Canadian Place, Underground city",43.6484292,-79.3822802,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
"First Canadian Place, Underground city",43.6484292,-79.3822802,Adelaide Club Toronto,43.64927944291712,-79.38192123284551,Gym / Fitness Center
"First Canadian Place, Underground city",43.6484292,-79.3822802,Maman,43.64830873804684,-79.38225333898805,Café
"First Canadian Place, Underground city",43.6484292,-79.3822802,King Taps,43.648475974183,-79.38205778358744,Gastropub
"First Canadian Place, Underground city",43.6484292,-79.3822802,The Keg Steakhouse & Bar,43.649937252985254,-79.38419604942506,Steakhouse
"First Canadian Place, Underground city",43.6484292,-79.3822802,Hy's Steakhouse,43.649504756476944,-79.38291850488223,Steakhouse
"First Canadian Place, Underground city",43.6484292,-79.3822802,Sam James Coffee Bar (SJCB),43.64788137014028,-79.38433152836829,Café
"First Canadian Place, Underground city",43.6484292,-79.3822802,Brick Street Bakery,43.6488151631615,-79.38060468610949,Bakery
"First Canadian Place, Underground city",43.6484292,-79.3822802,Pizzeria Libretto,43.64833354686235,-79.38511050184168,Pizza Place
"First Canadian Place, Underground city",43.6484292,-79.3822802,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
"First Canadian Place, Underground city",43.6484292,-79.3822802,Bymark,43.647217284018005,-79.38125188166379,Restaurant
"First Canadian Place, Underground city",43.6484292,-79.3822802,Pumpernickel's Deli,43.64883150054619,-79.38197006345457,Deli / Bodega
"First Canadian Place, Underground city",43.6484292,-79.3822802,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
"First Canadian Place, Underground city",43.6484292,-79.3822802,Kupfert & Kim (First Canadian Place),43.64854659465186,-79.38162406470161,Gluten-free Restaurant
"First Canadian Place, Underground city",43.6484292,-79.3822802,Starbucks,43.646935797838935,-79.38442766632808,Coffee Shop
"First Canadian Place, Underground city",43.6484292,-79.3822802,iQ Food Co. (First Canadian Place),43.64835708519922,-79.38219241858727,Salad Place
"First Canadian Place, Underground city",43.6484292,-79.3822802,Boxcar Social Temperance,43.65055725249405,-79.38195634640063,Bar
"First Canadian Place, Underground city",43.6484292,-79.3822802,Reds Wine Tavern,43.64957038171473,-79.38212873483711,Gastropub
"First Canadian Place, Underground city",43.6484292,-79.3822802,McEwan Foods,43.64716011126396,-79.38104402548048,Deli / Bodega
"First Canadian Place, Underground city",43.6484292,-79.3822802,Toronto PATH System,43.64990340698978,-79.3830527039004,General Travel
"First Canadian Place, Underground city",43.6484292,-79.3822802,Earls Kitchen & Bar,43.647945662980305,-79.3837058277153,Bar
"First Canadian Place, Underground city",43.6484292,-79.3822802,Indigospirit,43.64834987590252,-79.38034747310336,Bookstore
Christie,43.669542,-79.4225637,Fiesta Farms,43.66847077052224,-79.42048512748114,Grocery Store
Christie,43.669542,-79.4225637,Starbucks,43.671585333016466,-79.42136550708386,Coffee Shop
Christie,43.669542,-79.4225637,Fiesta Gardens,43.667913954232475,-79.42126377055394,Flower Shop
Christie,43.669542,-79.4225637,Body Harmonics,43.6716511977618,-79.42195709552006,Gym / Fitness Center
Christie,43.669542,-79.4225637,Stubbe Chocolates,43.67156577026589,-79.42128899001831,Candy Store
Christie,43.669542,-79.4225637,A&W Canada,43.67146,-79.421643,American Restaurant
"Dovercourt Village, Dufferin",43.66900510000001,-79.4422593,The Greater Good Bar,43.669409,-79.439267,Bar
"Dovercourt Village, Dufferin",43.66900510000001,-79.4422593,Happy Bakery & Pastries,43.66705039063128,-79.44179124412831,Bakery
"Dovercourt Village, Dufferin",43.66900510000001,-79.4422593,Planet Fitness Toronto Galleria,43.66758797288865,-79.44257365441428,Gym / Fitness Center
"Dovercourt Village, Dufferin",43.66900510000001,-79.4422593,FreshCo,43.66791838591585,-79.44075425394298,Supermarket
"Dovercourt Village, Dufferin",43.66900510000001,-79.4422593,Rehearsal Factory,43.66887675155326,-79.44360330056674,Music Venue
"Dovercourt Village, Dufferin",43.66900510000001,-79.4422593,Rexall,43.66802049335871,-79.44087550054661,Pharmacy
"Dovercourt Village, Dufferin",43.66900510000001,-79.4422593,TD Canada Trust,43.6679341,-79.4416984,Bank
"Little Portugal, Trinity",43.647926700000006,-79.4197497,Bellwoods Brewery,43.647097254598236,-79.41995537873463,Brewery
"Little Portugal, Trinity",43.647926700000006,-79.4197497,Pizzeria Libretto,43.64897862710277,-79.4206035669193,Pizza Place
"Little Portugal, Trinity",43.647926700000006,-79.4197497,OddSeoul,43.64619218474247,-79.4196014527498,Korean Restaurant
"Little Portugal, Trinity",43.647926700000006,-79.4197497,Foxley Bistro,43.648642746283834,-79.42049525794245,Asian Restaurant
"Little Portugal, Trinity",43.647926700000006,-79.4197497,Bang Bang Ice Cream & Bakery,43.64624619920086,-79.41955285188536,Ice Cream Shop
"Little Portugal, Trinity",43.647926700000006,-79.4197497,La Cubana,43.64623003878161,-79.4196356996568,Cuban Restaurant
"Little Portugal, Trinity",43.647926700000006,-79.4197497,Reposado,43.647320789001384,-79.42003151431754,Bar
"Little Portugal, Trinity",43.647926700000006,-79.4197497,Mamakas Taverna,43.64604217335094,-79.41967886278816,Greek Restaurant
"Little Portugal, Trinity",43.647926700000006,-79.4197497,Paris Paris Bar,43.649237,-79.421436,Wine Bar
"Little Portugal, Trinity",43.647926700000006,-79.4197497,Gift Shop,43.64614871682715,-79.41948131634449,Cocktail Bar
"Little Portugal, Trinity",43.647926700000006,-79.4197497,YogaSpace,43.64760744635252,-79.42013338783642,Yoga Studio
"Little Portugal, Trinity",43.647926700000006,-79.4197497,Pho Rua Vang (Golden Turtle),43.64689319654605,-79.41977781583955,Vietnamese Restaurant
"Little Portugal, Trinity",43.647926700000006,-79.4197497,The Communist's Daughter,43.64936167997857,-79.42096310360856,Bar
"Little Portugal, Trinity",43.647926700000006,-79.4197497,Lower Ossington Theatre,43.64638945106542,-79.4197810126815,Theater
"Little Portugal, Trinity",43.647926700000006,-79.4197497,Artscape Youngplace,43.646921206418654,-79.4173424662258,Art Gallery
"Little Portugal, Trinity",43.647926700000006,-79.4197497,Union Restaurant,43.64585979013257,-79.41953208988866,New American Restaurant
"Little Portugal, Trinity",43.647926700000006,-79.4197497,La Banane,43.64904020618134,-79.42059946263156,French Restaurant
"Little Portugal, Trinity",43.647926700000006,-79.4197497,Dakota Tavern,43.64967991705445,-79.42083755592827,Bar
"Little Portugal, Trinity",43.647926700000006,-79.4197497,Rotate This,43.64854360521872,-79.42051802319355,Record Shop
"Little Portugal, Trinity",43.647926700000006,-79.4197497,Bazara,43.64853491212856,-79.4205209529485,Japanese Restaurant
"Little Portugal, Trinity",43.647926700000006,-79.4197497,Hero Heroine,43.64900419974215,-79.42068636417389,Salon / Barbershop
"Little Portugal, Trinity",43.647926700000006,-79.4197497,Superpoint,43.648438964819064,-79.42051429823161,Pizza Place
"Little Portugal, Trinity",43.647926700000006,-79.4197497,Bobbie Sue's Mac + Cheese,43.64778276946676,-79.42041900552132,Mac & Cheese Joint
"Little Portugal, Trinity",43.647926700000006,-79.4197497,Soos,43.64625487651962,-79.4196494517963,Malay Restaurant
"Little Portugal, Trinity",43.647926700000006,-79.4197497,i deal coffee,43.64784412071227,-79.4202942461777,Coffee Shop
"Brockton, Exhibition Place, Parkdale Village",43.6368472,-79.42819140000002,Starbucks,43.638995,-79.427652,Coffee Shop
"Brockton, Exhibition Place, Parkdale Village",43.6368472,-79.42819140000002,The Abbott,43.637996211047366,-79.43071653853734,Café
"Brockton, Exhibition Place, Parkdale Village",43.6368472,-79.42819140000002,Vogue Supper Club,43.63695126198934,-79.42544606558822,Restaurant
"Brockton, Exhibition Place, Parkdale Village",43.6368472,-79.42819140000002,Kotta Japanese Restaurant,43.63874998596859,-79.42835029903067,Japanese Restaurant
"Brockton, Exhibition Place, Parkdale Village",43.6368472,-79.42819140000002,Joker Cafe,43.63572658167962,-79.42603944906266,Café
"Brockton, Exhibition Place, Parkdale Village",43.6368472,-79.42819140000002,Habibi Shawerma,43.638857711796675,-79.42779997647965,Falafel Restaurant
"Brockton, Exhibition Place, Parkdale Village",43.6368472,-79.42819140000002,Pho Asia 21,43.638840395632414,-79.42769253930125,Vietnamese Restaurant
"Brockton, Exhibition Place, Parkdale Village",43.6368472,-79.42819140000002,Sol Produce,43.63867686160747,-79.42815021492738,Convenience Store
"Brockton, Exhibition Place, Parkdale Village",43.6368472,-79.42819140000002,TTC Stop #04167,43.63878588200103,-79.42750357892106,Bus Stop
"Brockton, Exhibition Place, Parkdale Village",43.6368472,-79.42819140000002,Spencer Cowan park,43.63648478125958,-79.43104638860049,Park
"Parkdale, Roncesvalles",43.6489597,-79.456325,TTC High Park Loop,43.64819056387884,-79.45757483552963,Light Rail Station
"Parkdale, Roncesvalles",43.6489597,-79.456325,High Park Gardens,43.64914943250812,-79.45467875791209,Garden
"Runnymede, Swansea",43.6515706,-79.4844499,The Good Fork,43.64956534036813,-79.48402270694602,Food
"Runnymede, Swansea",43.6515706,-79.4844499,Asa Sushi,43.64990164450559,-79.4846109228881,Sushi Restaurant
"Runnymede, Swansea",43.6515706,-79.4844499,The One That Got Away,43.64984188412754,-79.48261453424496,Fish & Chips Shop
"Runnymede, Swansea",43.6515706,-79.4844499,Coffee Tree Roastery,43.64964735112305,-79.48343639040918,Café
"Runnymede, Swansea",43.6515706,-79.4844499,Fat Bastard Burrito,43.6497791550768,-79.48289414342419,Burrito Place
"Runnymede, Swansea",43.6515706,-79.4844499,Yumi Sushi,43.64989127391365,-79.4824044490675,Sushi Restaurant
"Runnymede, Swansea",43.6515706,-79.4844499,Falafel World,43.649800784968164,-79.48272777159343,Falafel Restaurant
"Runnymede, Swansea",43.6515706,-79.4844499,Booster Juice,43.64980188,-79.4836826,Smoothie Shop
"Runnymede, Swansea",43.6515706,-79.4844499,Subway,43.64951660399756,-79.48394719746555,Sandwich Place
"Runnymede, Swansea",43.6515706,-79.4844499,Bloor-Jane Restaurant,43.64951305181438,-79.48407033610728,Diner
"Runnymede, Swansea",43.6515706,-79.4844499,Red Nails,43.64978585090893,-79.48473100241476,Hobby Shop
"Runnymede, Swansea",43.6515706,-79.4844499,Alex Ling Fountain,43.649429232904296,-79.48475360870361,Scenic Lookout
"Runnymede, Swansea",43.6515706,-79.4844499,Strictly Bulk,43.649937191836706,-79.4823655244898,Food & Drink Shop
Business Reply Mail Processing Centre 969 Eastern,43.6627439,-79.321558,Rorschach Brewing Co.,43.6634831695922,-79.31982368639481,Brewery
Business Reply Mail Processing Centre 969 Eastern,43.6627439,-79.321558,Amin Car Repair Garage,43.66354387979742,-79.32013017528811,Auto Workshop
Business Reply Mail Processing Centre 969 Eastern,43.6627439,-79.321558,The Ashbridge Estate,43.66469084363967,-79.32180485658496,Garden
